NoiseStd,AvgStep,AvgReturn,Condition,Seed
0.02,691.72,1346.6232103274529,ARS (Linear),300
0.03,781.7,1529.5371169197701,ARS (Linear),300
0.04,779.6600000000001,1530.5171061024187,ARS (Linear),300
0.05,702.5799999999999,1375.3606195893851,ARS (Linear),300
0.06,680.5400000000001,1332.5310457257442,ARS (Linear),300
0.07,579.1399999999999,1139.5719431560922,ARS (Linear),300
0.08,448.3,881.6954199716163,ARS (Linear),300
0.09,285.58,551.2698864414674,ARS (Linear),300
0.1,154.24,292.51213708777766,ARS (Linear),300
0.11,143.37999999999997,268.2706380038254,ARS (Linear),300
0.12,53.10000000000001,88.5450219779579,ARS (Linear),300
0.13,49.32,82.09472714684455,ARS (Linear),300
0.14,41.8,66.75250262131047,ARS (Linear),300
0.15,36.72000000000001,56.35870227413004,ARS (Linear),300
0.16,36.02000000000001,54.52434936163514,ARS (Linear),300
0.17,26.4,36.135960099019876,ARS (Linear),300
0.18,25.799999999999997,35.51656063976862,ARS (Linear),300
0.19,24.340000000000003,33.88355870046944,ARS (Linear),300
0.2,22.68,29.99369582350791,ARS (Linear),300
0.21,20.140000000000004,25.664624552075644,ARS (Linear),300
0.22,21.439999999999998,27.88034014896433,ARS (Linear),300
0.23,18.300000000000004,22.66358171418665,ARS (Linear),300
0.24,19.580000000000002,24.568062168725405,ARS (Linear),300
0.25,17.94000000000001,22.025582933694366,ARS (Linear),300
0.26,16.000000000000004,19.015328921288166,ARS (Linear),300
0.27,15.360000000000001,18.013612545301825,ARS (Linear),300
0.28,17.400000000000006,21.229184451582324,ARS (Linear),300
0.29,15.860000000000001,18.686322199492295,ARS (Linear),300
0.3,16.62,19.969073715887756,ARS (Linear),300
0.0,973.72,2897.172463212674,ARS (Linear),400
0.01,982.48,2933.2071455203345,ARS (Linear),400
0.02,980.1999999999999,2922.237279368419,ARS (Linear),400
0.03,972.7600000000001,2899.8871466885744,ARS (Linear),400
0.04,993.52,2956.7562700096064,ARS (Linear),400
0.05,972.34,2909.566749685617,ARS (Linear),400
0.06,957.08,2880.5532655436728,ARS (Linear),400
0.07,934.56,2809.0283215190143,ARS (Linear),400
0.08,958.1400000000001,2888.7574828205647,ARS (Linear),400
0.09,933.3400000000001,2812.4176066041564,ARS (Linear),400
0.1,910.56,2758.314881417442,ARS (Linear),400
0.11,871.1600000000001,2642.8435498244917,ARS (Linear),400
0.12,876.7600000000001,2662.7306711149454,ARS (Linear),400
0.13,907.6800000000001,2740.196640312559,ARS (Linear),400
0.14,884.0800000000002,2689.3904378787292,ARS (Linear),400
0.15,869.88,2630.446783989274,ARS (Linear),400
0.16,817.4000000000001,2491.8674115216936,ARS (Linear),400
0.17,850.0400000000001,2598.114154444517,ARS (Linear),400
0.18,806.2400000000002,2448.672596977959,ARS (Linear),400
0.19,797.56,2426.7522858204898,ARS (Linear),400
0.2,803.94,2453.1514689637593,ARS (Linear),400
0.21,790.8599999999999,2405.8428363364455,ARS (Linear),400
0.22,705.64,2153.038156896267,ARS (Linear),400
0.23,750.1200000000001,2293.5767005436082,ARS (Linear),400
0.24,729.64,2235.819059654106,ARS (Linear),400
0.25,696.2799999999999,2116.8334197564277,ARS (Linear),400
0.26,727.8000000000002,2235.3985359993962,ARS (Linear),400
0.27,664.8999999999999,2034.8987504866936,ARS (Linear),400
0.28,647.92,1984.0852694049938,ARS (Linear),400
0.29,648.8399999999999,1992.5815396612863,ARS (Linear),400
0.3,625.6600000000002,1904.2835211152258,ARS (Linear),400
0.0,1000.0,3272.2987378113685,ARS (Linear),500
0.01,1000.0,3272.192696440735,ARS (Linear),500
0.02,1000.0,3271.742316800289,ARS (Linear),500
0.03,1000.0,3273.8677449383913,ARS (Linear),500
0.04,1000.0,3275.9005248096732,ARS (Linear),500
0.05,1000.0,3275.363490822762,ARS (Linear),500
0.06,1000.0,3274.0435122196245,ARS (Linear),500
0.07,1000.0,3273.918348283698,ARS (Linear),500
0.08,1000.0,3272.990038260986,ARS (Linear),500
0.09,1000.0,3272.3604117164014,ARS (Linear),500
0.1,992.46,3244.780126345167,ARS (Linear),500
0.11,1000.0,3268.6696228846736,ARS (Linear),500
0.12,1000.0,3269.7811154823303,ARS (Linear),500
0.13,997.86,3262.4336803860874,ARS (Linear),500
0.14,1000.0,3268.0579393178004,ARS (Linear),500
0.15,989.12,3230.770455403576,ARS (Linear),500
0.16,1000.0,3258.7047752377143,ARS (Linear),500
0.17,992.36,3231.215363696942,ARS (Linear),500
0.18,960.02,3125.684376233835,ARS (Linear),500
0.19,987.22,3214.8340082030186,ARS (Linear),500
0.2,962.88,3137.7201010405824,ARS (Linear),500
0.21,975.32,3174.6689933117696,ARS (Linear),500
0.22,967.1399999999999,3142.771751351087,ARS (Linear),500
